"...1","prefectures","year","value"
41,"佐 賀 県","y1964",0.91
41,"佐 賀 県","y1965",0.89
41,"佐 賀 県","y1966",0.88
41,"佐 賀 県","y1967",0.86
41,"佐 賀 県","y1968",0.84
41,"佐 賀 県","y1969",0.82
41,"佐 賀 県","y1970",0.81
41,"佐 賀 県","y1971",0.79
41,"佐 賀 県","y1972",0.77
41,"佐 賀 県","y1973",0.76
41,"佐 賀 県","y1974",0.75
41,"佐 賀 県","y1975",0.75
41,"佐 賀 県","y1976",0.74
41,"佐 賀 県","y1977",0.74
41,"佐 賀 県","y1978",0.74
41,"佐 賀 県","y1979",0.74
41,"佐 賀 県","y1980",0.74
41,"佐 賀 県","y1981",0.74
41,"佐 賀 県","y1982",0.74
41,"佐 賀 県","y1983",0.73
41,"佐 賀 県","y1984",0.73
41,"佐 賀 県","y1985",0.73
41,"佐 賀 県","y1986",0.72
41,"佐 賀 県","y1987",0.72
41,"佐 賀 県","y1988",0.72
41,"佐 賀 県","y1989",0.71
41,"佐 賀 県","y1990",0.71
41,"佐 賀 県","y1991",0.71
41,"佐 賀 県","y1992",0.71
41,"佐 賀 県","y1993",0.7
41,"佐 賀 県","y1994",0.7
41,"佐 賀 県","y1995",0.7
41,"佐 賀 県","y1996",0.7
41,"佐 賀 県","y1997",0.7
41,"佐 賀 県","y1998",0.7
41,"佐 賀 県","y1999",0.69
41,"佐 賀 県","y2000",0.69
42,"長 崎 県","y1920",2.03
42,"長 崎 県","y1921",2.01
42,"長 崎 県","y1922",2
42,"長 崎 県","y1923",1.99
42,"長 崎 県","y1924",1.97
42,"長 崎 県","y1925",1.95
42,"長 崎 県","y1926",1.96
42,"長 崎 県","y1927",1.95
42,"長 崎 県","y1928",1.96
42,"長 崎 県","y1929",1.94
42,"長 崎 県","y1930",1.91
42,"長 崎 県","y1931",1.91
42,"長 崎 県","y1932",1.91
42,"長 崎 県","y1933",1.9
42,"長 崎 県","y1934",1.88
42,"長 崎 県","y1935",1.87
42,"長 崎 県","y1936",1.87
42,"長 崎 県","y1937",1.88
42,"長 崎 県","y1938",1.87
42,"長 崎 県","y1939",1.86
42,"長 崎 県","y1940",1.86
42,"長 崎 県","y1941",1.96
42,"長 崎 県","y1942",2.05
42,"長 崎 県","y1943",2.02
42,"長 崎 県","y1944",2.04
42,"長 崎 県","y1945",1.83
42,"長 崎 県","y1946",1.94
42,"長 崎 県","y1947",1.96
42,"長 崎 県","y1948",1.99
42,"長 崎 県","y1949",1.98
42,"長 崎 県","y1950",1.98
42,"長 崎 県","y1951",1.98
42,"長 崎 県","y1952",1.99
42,"長 崎 県","y1953",1.99
42,"長 崎 県","y1954",1.97
42,"長 崎 県","y1955",1.96
42,"長 崎 県","y1956",1.95
42,"長 崎 県","y1957",1.93
42,"長 崎 県","y1958",1.93
42,"長 崎 県","y1959",1.92
42,"長 崎 県","y1960",1.88
42,"長 崎 県","y1961",1.85
42,"長 崎 県","y1962",1.8
42,"長 崎 県","y1963",1.76
42,"長 崎 県","y1964",1.71
42,"長 崎 県","y1965",1.67
42,"長 崎 県","y1966",1.65
42,"長 崎 県","y1967",1.62
42,"長 崎 県","y1968",1.59
42,"長 崎 県","y1969",1.56
42,"長 崎 県","y1970",1.51
42,"長 崎 県","y1971",1.48
42,"長 崎 県","y1972",1.44
42,"長 崎 県","y1973",1.42
42,"長 崎 県","y1974",1.41
42,"長 崎 県","y1975",1.4
42,"長 崎 県","y1976",1.39
42,"長 崎 県","y1977",1.39
42,"長 崎 県","y1978",1.38
42,"長 崎 県","y1979",1.37
42,"長 崎 県","y1980",1.36
42,"長 崎 県","y1981",1.35
42,"長 崎 県","y1982",1.34
42,"長 崎 県","y1983",1.33
42,"長 崎 県","y1984",1.33
42,"長 崎 県","y1985",1.32
42,"長 崎 県","y1986",1.31
42,"長 崎 県","y1987",1.3
42,"長 崎 県","y1988",1.29
42,"長 崎 県","y1989",1.27
42,"長 崎 県","y1990",1.26
42,"長 崎 県","y1991",1.25
42,"長 崎 県","y1992",1.25
42,"長 崎 県","y1993",1.24
42,"長 崎 県","y1994",1.24
42,"長 崎 県","y1995",1.23
42,"長 崎 県","y1996",1.22
42,"長 崎 県","y1997",1.22
42,"長 崎 県","y1998",1.21
42,"長 崎 県","y1999",1.2
42,"長 崎 県","y2000",1.19
43,"熊 本 県","y1920",2.2
43,"熊 本 県","y1921",2.2
43,"熊 本 県","y1922",2.2
43,"熊 本 県","y1923",2.2
43,"熊 本 県","y1924",2.18
43,"熊 本 県","y1925",2.17
43,"熊 本 県","y1926",2.16
43,"熊 本 県","y1927",2.15
43,"熊 本 県","y1928",2.14
43,"熊 本 県","y1929",2.12
43,"熊 本 県","y1930",2.1
43,"熊 本 県","y1931",2.08
43,"熊 本 県","y1932",2.07
43,"熊 本 県","y1933",2.08
43,"熊 本 県","y1934",2.05
43,"熊 本 県","y1935",2
43,"熊 本 県","y1936",1.95
43,"熊 本 県","y1937",1.93
43,"熊 本 県","y1938",1.92
43,"熊 本 県","y1939",1.89
43,"熊 本 県","y1940",1.86
43,"熊 本 県","y1941",1.84
43,"熊 本 県","y1942",1.81
43,"熊 本 県","y1943",1.83
43,"熊 本 県","y1944",1.88
43,"熊 本 県","y1945",2.16
43,"熊 本 県","y1946",2.23
43,"熊 本 県","y1947",2.26
43,"熊 本 県","y1948",2.23
43,"熊 本 県","y1949",2.21
43,"熊 本 県","y1950",2.2
43,"熊 本 県","y1951",2.17
43,"熊 本 県","y1952",2.14
43,"熊 本 県","y1953",2.12
43,"熊 本 県","y1954",2.12
43,"熊 本 県","y1955",2.12
43,"熊 本 県","y1956",2.11
43,"熊 本 県","y1957",2.09
43,"熊 本 県","y1958",2.06
43,"熊 本 県","y1959",2.03
43,"熊 本 県","y1960",1.99
43,"熊 本 県","y1961",1.95
43,"熊 本 県","y1962",1.91
43,"熊 本 県","y1963",1.87
43,"熊 本 県","y1964",1.83
43,"熊 本 県","y1965",1.8
43,"熊 本 県","y1966",1.78
43,"熊 本 県","y1967",1.75
43,"熊 本 県","y1968",1.72
43,"熊 本 県","y1969",1.68
43,"熊 本 県","y1970",1.64
43,"熊 本 県","y1971",1.6
43,"熊 本 県","y1972",1.55
43,"熊 本 県","y1973",1.54
43,"熊 本 県","y1974",1.53
43,"熊 本 県","y1975",1.53
43,"熊 本 県","y1976",1.53
43,"熊 本 県","y1977",1.53
43,"熊 本 県","y1978",1.53
43,"熊 本 県","y1979",1.53
43,"熊 本 県","y1980",1.53
43,"熊 本 県","y1981",1.53
43,"熊 本 県","y1982",1.53
43,"熊 本 県","y1983",1.52
43,"熊 本 県","y1984",1.52
43,"熊 本 県","y1985",1.52
43,"熊 本 県","y1986",1.51
43,"熊 本 県","y1987",1.51
43,"熊 本 県","y1988",1.5
43,"熊 本 県","y1989",1.49
43,"熊 本 県","y1990",1.49
43,"熊 本 県","y1991",1.49
43,"熊 本 県","y1992",1.48
43,"熊 本 県","y1993",1.48
43,"熊 本 県","y1994",1.48
43,"熊 本 県","y1995",1.48
43,"熊 本 県","y1996",1.48
43,"熊 本 県","y1997",1.48
43,"熊 本 県","y1998",1.47
43,"熊 本 県","y1999",1.47
43,"熊 本 県","y2000",1.46
44,"大 分 県","y1920",1.54
44,"大 分 県","y1921",1.53
44,"大 分 県","y1922",1.53
44,"大 分 県","y1923",1.54
44,"大 分 県","y1924",1.53
44,"大 分 県","y1925",1.53
44,"大 分 県","y1926",1.53
44,"大 分 県","y1927",1.51
44,"大 分 県","y1928",1.5
44,"大 分 県","y1929",1.48
44,"大 分 県","y1930",1.47
44,"大 分 県","y1931",1.46
44,"大 分 県","y1932",1.45
44,"大 分 県","y1933",1.44
44,"大 分 県","y1934",1.42
44,"大 分 県","y1935",1.42
44,"大 分 県","y1936",1.39
44,"大 分 県","y1937",1.36
44,"大 分 県","y1938",1.36
44,"大 分 県","y1939",1.34
44,"大 分 県","y1940",1.32
44,"大 分 県","y1941",1.32
44,"大 分 県","y1942",1.32
44,"大 分 県","y1943",1.33
44,"大 分 県","y1944",1.33
44,"大 分 県","y1945",1.56
44,"大 分 県","y1946",1.57
44,"大 分 県","y1947",1.58
44,"大 分 県","y1948",1.58
44,"大 分 県","y1949",1.54
44,"大 分 県","y1950",1.51
44,"大 分 県","y1951",1.48
44,"大 分 県","y1952",1.46
44,"大 分 県","y1953",1.44
44,"大 分 県","y1954",1.44
44,"大 分 県","y1955",1.43
44,"大 分 県","y1956",1.42
44,"大 分 県","y1957",1.39
44,"大 分 県","y1958",1.37
44,"大 分 県","y1959",1.35
44,"大 分 県","y1960",1.33
44,"大 分 県","y1961",1.3
44,"大 分 県","y1962",1.28
44,"大 分 県","y1963",1.26
44,"大 分 県","y1964",1.23
44,"大 分 県","y1965",1.21
44,"大 分 県","y1966",1.19
44,"大 分 県","y1967",1.17
44,"大 分 県","y1968",1.15
44,"大 分 県","y1969",1.13
44,"大 分 県","y1970",1.11
44,"大 分 県","y1971",1.11
44,"大 分 県","y1972",1.08
44,"大 分 県","y1973",1.07
44,"大 分 県","y1974",1.07
44,"大 分 県","y1975",1.06
44,"大 分 県","y1976",1.06
44,"大 分 県","y1977",1.06
44,"大 分 県","y1978",1.05
44,"大 分 県","y1979",1.05
44,"大 分 県","y1980",1.05
44,"大 分 県","y1981",1.05
44,"大 分 県","y1982",1.04
44,"大 分 県","y1983",1.04
44,"大 分 県","y1984",1.04
44,"大 分 県","y1985",1.03
44,"大 分 県","y1986",1.03
44,"大 分 県","y1987",1.02
44,"大 分 県","y1988",1.01
44,"大 分 県","y1989",1.01
44,"大 分 県","y1990",1
44,"大 分 県","y1991",1
44,"大 分 県","y1992",0.99
44,"大 分 県","y1993",0.99
44,"大 分 県","y1994",0.98
44,"大 分 県","y1995",0.98
44,"大 分 県","y1996",0.98
44,"大 分 県","y1997",0.97
44,"大 分 県","y1998",0.97
44,"大 分 県","y1999",0.97
44,"大 分 県","y2000",0.96
45,"宮 崎 県","y1920",1.16
45,"宮 崎 県","y1921",1.16
45,"宮 崎 県","y1922",1.16
45,"宮 崎 県","y1923",1.16
45,"宮 崎 県","y1924",1.16
45,"宮 崎 県","y1925",1.16
45,"宮 崎 県","y1926",1.16
45,"宮 崎 県","y1927",1.16
45,"宮 崎 県","y1928",1.16
45,"宮 崎 県","y1929",1.17
45,"宮 崎 県","y1930",1.18
45,"宮 崎 県","y1931",1.18
45,"宮 崎 県","y1932",1.19
45,"宮 崎 県","y1933",1.19
45,"宮 崎 県","y1934",1.19
45,"宮 崎 県","y1935",1.19
45,"宮 崎 県","y1936",1.17
45,"宮 崎 県","y1937",1.16
45,"宮 崎 県","y1938",1.16
45,"宮 崎 県","y1939",1.15
45,"宮 崎 県","y1940",1.14
45,"宮 崎 県","y1941",1.15
45,"宮 崎 県","y1942",1.15
45,"宮 崎 県","y1943",1.15
45,"宮 崎 県","y1944",1.15
45,"宮 崎 県","y1945",1.27
45,"宮 崎 県","y1946",1.31
45,"宮 崎 県","y1947",1.31
45,"宮 崎 県","y1948",1.3
45,"宮 崎 県","y1949",1.31
45,"宮 崎 県","y1950",1.31
45,"宮 崎 県","y1951",1.3
45,"宮 崎 県","y1952",1.29
45,"宮 崎 県","y1953",1.28
45,"宮 崎 県","y1954",1.28
45,"宮 崎 県","y1955",1.28
45,"宮 崎 県","y1956",1.27
45,"宮 崎 県","y1957",1.26
45,"宮 崎 県","y1958",1.24
45,"宮 崎 県","y1959",1.23
45,"宮 崎 県","y1960",1.21
45,"宮 崎 県","y1961",1.19
45,"宮 崎 県","y1962",1.17
45,"宮 崎 県","y1963",1.15
45,"宮 崎 県","y1964",1.12
45,"宮 崎 県","y1965",1.1
45,"宮 崎 県","y1966",1.09
45,"宮 崎 県","y1967",1.07
45,"宮 崎 県","y1968",1.05
45,"宮 崎 県","y1969",1.04
45,"宮 崎 県","y1970",1.01
45,"宮 崎 県","y1971",1
45,"宮 崎 県","y1972",0.97
45,"宮 崎 県","y1973",0.97
45,"宮 崎 県","y1974",0.97
45,"宮 崎 県","y1975",0.97
45,"宮 崎 県","y1976",0.97
45,"宮 崎 県","y1977",0.98
45,"宮 崎 県","y1978",0.98
45,"宮 崎 県","y1979",0.98
45,"宮 崎 県","y1980",0.98
45,"宮 崎 県","y1981",0.98
45,"宮 崎 県","y1982",0.98
45,"宮 崎 県","y1983",0.98
45,"宮 崎 県","y1984",0.98
45,"宮 崎 県","y1985",0.97
45,"宮 崎 県","y1986",0.97
45,"宮 崎 県","y1987",0.96
45,"宮 崎 県","y1988",0.96
45,"宮 崎 県","y1989",0.95
45,"宮 崎 県","y1990",0.95
45,"宮 崎 県","y1991",0.94
45,"宮 崎 県","y1992",0.94
45,"宮 崎 県","y1993",0.94
45,"宮 崎 県","y1994",0.94
45,"宮 崎 県","y1995",0.94
45,"宮 崎 県","y1996",0.93
45,"宮 崎 県","y1997",0.93
45,"宮 崎 県","y1998",0.93
45,"宮 崎 県","y1999",0.93
45,"宮 崎 県","y2000",0.92
46,"鹿児島県","y1920",2.53
46,"鹿児島県","y1921",2.52
46,"鹿児島県","y1922",2.5
46,"鹿児島県","y1923",2.5
46,"鹿児島県","y1924",2.48
46,"鹿児島県","y1925",2.46
46,"鹿児島県","y1926",2.45
46,"鹿児島県","y1927",2.44
46,"鹿児島県","y1928",2.42
46,"鹿児島県","y1929",2.42
46,"鹿児島県","y1930",2.42
46,"鹿児島県","y1931",2.4
46,"鹿児島県","y1932",2.37
46,"鹿児島県","y1933",2.34
46,"鹿児島県","y1934",2.31
46,"鹿児島県","y1935",2.3
46,"鹿児島県","y1936",2.26
46,"鹿児島県","y1937",2.23
46,"鹿児島県","y1938",2.19
46,"鹿児島県","y1939",2.16
46,"鹿児島県","y1940",2.16
46,"鹿児島県","y1941",2.16
46,"鹿児島県","y1942",2.15
46,"鹿児島県","y1943",2.16
46,"鹿児島県","y1944",2.18
46,"鹿児島県","y1945",2.14
46,"鹿児島県","y1946",2.23
46,"鹿児島県","y1947",2.24
46,"鹿児島県","y1948",2.23
46,"鹿児島県","y1949",2.21
46,"鹿児島県","y1950",2.17
46,"鹿児島県","y1951",2.12
46,"鹿児島県","y1952",2.1
46,"鹿児島県","y1953",2.07
46,"鹿児島県","y1954",2.29
46,"鹿児島県","y1955",2.29
46,"鹿児島県","y1956",2.26
46,"鹿児島県","y1957",2.22
46,"鹿児島県","y1958",2.18
46,"鹿児島県","y1959",2.15
46,"鹿児島県","y1960",2.1
46,"鹿児島県","y1961",2.06
46,"鹿児島県","y1962",2.01
46,"鹿児島県","y1963",1.97
46,"鹿児島県","y1964",1.93
46,"鹿児島県","y1965",1.89
46,"鹿児島県","y1966",1.85
46,"鹿児島県","y1967",1.82
46,"鹿児島県","y1968",1.77
46,"鹿児島県","y1969",1.72
46,"鹿児島県","y1970",1.67
46,"鹿児島県","y1971",1.63
46,"鹿児島県","y1972",1.58
46,"鹿児島県","y1973",1.57
46,"鹿児島県","y1974",1.55
46,"鹿児島県","y1975",1.54
46,"鹿児島県","y1976",1.53
46,"鹿児島県","y1977",1.53
46,"鹿児島県","y1978",1.53
46,"鹿児島県","y1979",1.53
46,"鹿児島県","y1980",1.52
46,"鹿児島県","y1981",1.52
46,"鹿児島県","y1982",1.52
46,"鹿児島県","y1983",1.51
46,"鹿児島県","y1984",1.51
46,"鹿児島県","y1985",1.5
46,"鹿児島県","y1986",1.49
46,"鹿児島県","y1987",1.49
46,"鹿児島県","y1988",1.48
46,"鹿児島県","y1989",1.47
46,"鹿児島県","y1990",1.45
46,"鹿児島県","y1991",1.44
46,"鹿児島県","y1992",1.44
46,"鹿児島県","y1993",1.43
46,"鹿児島県","y1994",1.43
46,"鹿児島県","y1995",1.43
46,"鹿児島県","y1996",1.42
46,"鹿児島県","y1997",1.42
46,"鹿児島県","y1998",1.42
46,"鹿児島県","y1999",1.41
46,"鹿児島県","y2000",1.41
47,"沖 縄 県","y1920",1.02
47,"沖 縄 県","y1921",1.01
47,"沖 縄 県","y1922",0.99
47,"沖 縄 県","y1923",0.98
47,"沖 縄 県","y1924",0.96
47,"沖 縄 県","y1925",0.93
47,"沖 縄 県","y1926",0.92
47,"沖 縄 県","y1927",0.92
47,"沖 縄 県","y1928",0.91
47,"沖 縄 県","y1929",0.9
47,"沖 縄 県","y1930",0.9
47,"沖 縄 県","y1931",0.88
47,"沖 縄 県","y1932",0.87
47,"沖 縄 県","y1933",0.87
47,"沖 縄 県","y1934",0.86
47,"沖 縄 県","y1935",0.86
47,"沖 縄 県","y1936",0.84
47,"沖 縄 県","y1937",0.82
47,"沖 縄 県","y1938",0.81
47,"沖 縄 県","y1939",0.8
47,"沖 縄 県","y1940",0.79
47,"沖 縄 県","y1941",0.79
47,"沖 縄 県","y1942",0.79
47,"沖 縄 県","y1943",0.8
47,"沖 縄 県","y1944",0.81
47,"沖 縄 県","y1945",NA
47,"沖 縄 県","y1946",NA
47,"沖 縄 県","y1947",NA
47,"沖 縄 県","y1948",NA
47,"沖 縄 県","y1949",NA
47,"沖 縄 県","y1950",NA
47,"沖 縄 県","y1951",NA
47,"沖 縄 県","y1952",NA
47,"沖 縄 県","y1953",NA
47,"沖 縄 県","y1954",NA
47,"沖 縄 県","y1955",NA
47,"沖 縄 県","y1956",NA
47,"沖 縄 県","y1957",NA
47,"沖 縄 県","y1958",NA
47,"沖 縄 県","y1959",NA
47,"沖 縄 県","y1960",NA
47,"沖 縄 県","y1961",NA
47,"沖 縄 県","y1962",NA
47,"沖 縄 県","y1963",NA
47,"沖 縄 県","y1964",NA
47,"沖 縄 県","y1965",NA
47,"沖 縄 県","y1966",NA
47,"沖 縄 県","y1967",NA
47,"沖 縄 県","y1968",NA
47,"沖 縄 県","y1969",NA
47,"沖 縄 県","y1970",NA
47,"沖 縄 県","y1971",NA
47,"沖 縄 県","y1972",0.9
47,"沖 縄 県","y1973",0.91
47,"沖 縄 県","y1974",0.92
47,"沖 縄 県","y1975",0.93
47,"沖 縄 県","y1976",0.94
47,"沖 縄 県","y1977",0.94
47,"沖 縄 県","y1978",0.94
47,"沖 縄 県","y1979",0.94
47,"沖 縄 県","y1980",0.95
47,"沖 縄 県","y1981",0.95
47,"沖 縄 県","y1982",0.95
47,"沖 縄 県","y1983",0.96
47,"沖 縄 県","y1984",0.97
47,"沖 縄 県","y1985",0.97
47,"沖 縄 県","y1986",0.98
47,"沖 縄 県","y1987",0.98
47,"沖 縄 県","y1988",0.98
47,"沖 縄 県","y1989",0.99
47,"沖 縄 県","y1990",0.99
47,"沖 縄 県","y1991",0.99
47,"沖 縄 県","y1992",0.99
47,"沖 縄 県","y1993",1
47,"沖 縄 県","y1994",1.01
47,"沖 縄 県","y1995",1.01
47,"沖 縄 県","y1996",1.02
47,"沖 縄 県","y1997",1.02
47,"沖 縄 県","y1998",1.03
47,"沖 縄 県","y1999",1.03
47,"沖 縄 県","y2000",1.04
1,"北 海 道","y2000",4.48
2,"北 海 道","y2001",4.46
3,"北 海 道","y2002",4.45
4,"北 海 道","y2003",4.43
5,"北 海 道","y2004",4.42
6,"北 海 道","y2005",4.4
7,"北 海 道","y2006",4.38
8,"北 海 道","y2007",4.36
9,"北 海 道","y2008",4.33
10,"北 海 道","y2009",4.31
11,"北 海 道","y2010",4.3
12,"北 海 道","y2011",4.29
13,"北 海 道","y2012",4.28
14,"北 海 道","y2013",4.27
15,"北 海 道","y2014",4.25
16,"北 海 道","y2015",4.23
17,"青 森 県","y2000",1.16
18,"青 森 県","y2001",1.16
19,"青 森 県","y2002",1.15
20,"青 森 県","y2003",1.14
21,"青 森 県","y2004",1.13
22,"青 森 県","y2005",1.12
23,"青 森 県","y2006",1.11
24,"青 森 県","y2007",1.1
25,"青 森 県","y2008",1.09
26,"青 森 県","y2009",1.08
27,"青 森 県","y2010",1.07
28,"青 森 県","y2011",1.07
29,"青 森 県","y2012",1.06
30,"青 森 県","y2013",1.05
31,"青 森 県","y2014",1.04
32,"青 森 県","y2015",1.03
33,"岩 手 県","y2000",1.12
34,"岩 手 県","y2001",1.11
35,"岩 手 県","y2002",1.1
36,"岩 手 県","y2003",1.1
37,"岩 手 県","y2004",1.09
38,"岩 手 県","y2005",1.08
39,"岩 手 県","y2006",1.08
40,"岩 手 県","y2007",1.07
41,"岩 手 県","y2008",1.06
42,"岩 手 県","y2009",1.05
43,"岩 手 県","y2010",1.04
44,"岩 手 県","y2011",1.03
45,"岩 手 県","y2012",1.02
46,"岩 手 県","y2013",1.02
47,"岩 手 県","y2014",1.01
48,"岩 手 県","y2015",1.01
49,"宮 城 県","y2000",1.86
50,"宮 城 県","y2001",1.86
51,"宮 城 県","y2002",1.86
52,"宮 城 県","y2003",1.86
53,"宮 城 県","y2004",1.85
54,"宮 城 県","y2005",1.85
55,"宮 城 県","y2006",1.84
56,"宮 城 県","y2007",1.84
57,"宮 城 県","y2008",1.83
58,"宮 城 県","y2009",1.83
59,"宮 城 県","y2010",1.83
60,"宮 城 県","y2011",1.82
61,"宮 城 県","y2012",1.83
62,"宮 城 県","y2013",1.83
63,"宮 城 県","y2014",1.84
64,"宮 城 県","y2015",1.84
65,"秋 田 県","y2000",0.94
66,"秋 田 県","y2001",0.93
67,"秋 田 県","y2002",0.92
68,"秋 田 県","y2003",0.91
69,"秋 田 県","y2004",0.9
70,"秋 田 県","y2005",0.9
71,"秋 田 県","y2006",0.89
72,"秋 田 県","y2007",0.88
73,"秋 田 県","y2008",0.87
74,"秋 田 県","y2009",0.86
75,"秋 田 県","y2010",0.85
76,"秋 田 県","y2011",0.84
77,"秋 田 県","y2012",0.83
78,"秋 田 県","y2013",0.82
79,"秋 田 県","y2014",0.81
80,"秋 田 県","y2015",0.81
81,"山 形 県","y2000",0.98
82,"山 形 県","y2001",0.97
83,"山 形 県","y2002",0.97
84,"山 形 県","y2003",0.96
85,"山 形 県","y2004",0.96
86,"山 形 県","y2005",0.95
87,"山 形 県","y2006",0.94
88,"山 形 県","y2007",0.94
89,"山 形 県","y2008",0.93
90,"山 形 県","y2009",0.92
91,"山 形 県","y2010",0.91
92,"山 形 県","y2011",0.91
93,"山 形 県","y2012",0.9
94,"山 形 県","y2013",0.9
95,"山 形 県","y2014",0.89
96,"山 形 県","y2015",0.88
97,"福 島 県","y2000",1.68
98,"福 島 県","y2001",1.67
99,"福 島 県","y2002",1.66
100,"福 島 県","y2003",1.65
101,"福 島 県","y2004",1.64
102,"福 島 県","y2005",1.64
103,"福 島 県","y2006",1.63
104,"福 島 県","y2007",1.61
105,"福 島 県","y2008",1.6
106,"福 島 県","y2009",1.59
107,"福 島 県","y2010",1.58
108,"福 島 県","y2011",1.55
109,"福 島 県","y2012",1.53
110,"福 島 県","y2013",1.52
111,"福 島 県","y2014",1.51
112,"福 島 県","y2015",1.51
113,"茨 城 県","y2000",2.35
114,"茨 城 県","y2001",2.35
115,"茨 城 県","y2002",2.34
116,"茨 城 県","y2003",2.34
117,"茨 城 県","y2004",2.33
118,"茨 城 県","y2005",2.33
119,"茨 城 県","y2006",2.33
120,"茨 城 県","y2007",2.32
121,"茨 城 県","y2008",2.32
122,"茨 城 県","y2009",2.32
123,"茨 城 県","y2010",2.32
124,"茨 城 県","y2011",2.32
125,"茨 城 県","y2012",2.31
126,"茨 城 県","y2013",2.31
127,"茨 城 県","y2014",2.3
128,"茨 城 県","y2015",2.3
129,"栃 木 県","y2000",1.58
130,"栃 木 県","y2001",1.58
131,"栃 木 県","y2002",1.58
132,"栃 木 県","y2003",1.58
133,"栃 木 県","y2004",1.58
134,"栃 木 県","y2005",1.58
135,"栃 木 県","y2006",1.58
136,"栃 木 県","y2007",1.57
137,"栃 木 県","y2008",1.57
138,"栃 木 県","y2009",1.57
139,"栃 木 県","y2010",1.57
140,"栃 木 県","y2011",1.56
141,"栃 木 県","y2012",1.56
142,"栃 木 県","y2013",1.56
143,"栃 木 県","y2014",1.56
144,"栃 木 県","y2015",1.55
145,"群 馬 県","y2000",1.6
146,"群 馬 県","y2001",1.59
147,"群 馬 県","y2002",1.59
148,"群 馬 県","y2003",1.59
149,"群 馬 県","y2004",1.59
150,"群 馬 県","y2005",1.58
151,"群 馬 県","y2006",1.58
152,"群 馬 県","y2007",1.58
153,"群 馬 県","y2008",1.57
154,"群 馬 県","y2009",1.57
155,"群 馬 県","y2010",1.57
156,"群 馬 県","y2011",1.57
157,"群 馬 県","y2012",1.56
158,"群 馬 県","y2013",1.56
159,"群 馬 県","y2014",1.56
160,"群 馬 県","y2015",1.55
161,"埼 玉 県","y2000",5.47
162,"埼 玉 県","y2001",5.48
163,"埼 玉 県","y2002",5.49
164,"埼 玉 県","y2003",5.5
165,"埼 玉 県","y2004",5.51
166,"埼 玉 県","y2005",5.52
167,"埼 玉 県","y2006",5.53
168,"埼 玉 県","y2007",5.55
169,"埼 玉 県","y2008",5.57
170,"埼 玉 県","y2009",5.59
171,"埼 玉 県","y2010",5.62
172,"埼 玉 県","y2011",5.64
173,"埼 玉 県","y2012",5.66
174,"埼 玉 県","y2013",5.67
175,"埼 玉 県","y2014",5.7
176,"埼 玉 県","y2015",5.72
177,"千 葉 県","y2000",4.67
178,"千 葉 県","y2001",4.69
179,"千 葉 県","y2002",4.7
180,"千 葉 県","y2003",4.72
181,"千 葉 県","y2004",4.73
182,"千 葉 県","y2005",4.74
183,"千 葉 県","y2006",4.76
184,"千 葉 県","y2007",4.78
185,"千 葉 県","y2008",4.8
186,"千 葉 県","y2009",4.83
187,"千 葉 県","y2010",4.85
188,"千 葉 県","y2011",4.86
189,"千 葉 県","y2012",4.86
190,"千 葉 県","y2013",4.87
191,"千 葉 県","y2014",4.88
192,"千 葉 県","y2015",4.9
193,"東 京 都","y2000",9.5
194,"東 京 都","y2001",9.55
195,"東 京 都","y2002",9.63
196,"東 京 都","y2003",9.7
197,"東 京 都","y2004",9.77
198,"東 京 都","y2005",9.84
199,"東 京 都","y2006",9.93
200,"東 京 都","y2007",10.04
201,"東 京 都","y2008",10.13
202,"東 京 都","y2009",10.19
203,"東 京 都","y2010",10.28
204,"東 京 都","y2011",10.32
205,"東 京 都","y2012",10.37
206,"東 京 都","y2013",10.44
207,"東 京 都","y2014",10.53
208,"東 京 都","y2015",10.63
209,"神奈川県","y2000",6.69
210,"神奈川県","y2001",6.74
211,"神奈川県","y2002",6.77
212,"神奈川県","y2003",6.81
213,"神奈川県","y2004",6.85
214,"神奈川県","y2005",6.88
215,"神奈川県","y2006",6.92
216,"神奈川県","y2007",6.96
217,"神奈川県","y2008",7
218,"神奈川県","y2009",7.03
219,"神奈川県","y2010",7.07
220,"神奈川県","y2011",7.09
221,"神奈川県","y2012",7.11
222,"神奈川県","y2013",7.13
223,"神奈川県","y2014",7.15
224,"神奈川県","y2015",7.18
225,"新 潟 県","y2000",1.95
226,"新 潟 県","y2001",1.94
227,"新 潟 県","y2002",1.93
228,"新 潟 県","y2003",1.92
229,"新 潟 県","y2004",1.91
230,"新 潟 県","y2005",1.9
231,"新 潟 県","y2006",1.89
232,"新 潟 県","y2007",1.88
233,"新 潟 県","y2008",1.87
234,"新 潟 県","y2009",1.86
235,"新 潟 県","y2010",1.85
236,"新 潟 県","y2011",1.85
237,"新 潟 県","y2012",1.84
238,"新 潟 県","y2013",1.83
239,"新 潟 県","y2014",1.82
240,"新 潟 県","y2015",1.81
241,"富 山 県","y2000",0.88
242,"富 山 県","y2001",0.88
243,"富 山 県","y2002",0.88
244,"富 山 県","y2003",0.87
245,"富 山 県","y2004",0.87
246,"富 山 県","y2005",0.87
247,"富 山 県","y2006",0.87
248,"富 山 県","y2007",0.86
249,"富 山 県","y2008",0.86
250,"富 山 県","y2009",0.86
251,"富 山 県","y2010",0.85
252,"富 山 県","y2011",0.85
253,"富 山 県","y2012",0.85
254,"富 山 県","y2013",0.85
255,"富 山 県","y2014",0.84
